"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","RF","Y","US",0.6556,0.1635,"M&H IR","Eclipse_PDE_UI",0.149,0.0145
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","RF","Y","US",0.7713,0.4342,"Low IR","Equinox_Framework",0.4364,-0.00220000000000004
"ivy-2.0",40,352,0.113636364,7.8,"PROC","RF","Y","US",0.793,0.2922,"M&H IR","ivy-2.0",0.2168,0.0754
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","RF","Y","US",0.7131,0.3291,"Low IR","jedit-3.2",0.2316,0.0975
"jedit-4.0",75,306,0.245098039,3.08,"PROC","RF","Y","US",0.7939,0.4136,"Low IR","jedit-4.0",0.3901,0.0235
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","RF","Y","US",0.7722,0.3728,"Low IR","jedit-4.1",0.411,-0.0382
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","RF","Y","US",0.7967,0.3469,"M&H IR","jedit-4.2",0.4807,-0.1338
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","RF","Y","US",0.7773,0.1489,"M&H IR","jedit-4.3",0.1401,0.0088
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","RF","Y","US",0.7995,0.4062,"Low IR","log4j-1.0",0.3342,0.072
"Lucene",64,691,0.092619392,9.796875,"PROC","RF","Y","US",0.7287,0.2332,"M&H IR","Lucene",0.3004,-0.0672
"Mylyn",245,1862,0.131578947,6.6,"PROC","RF","Y","US",0.6765,0.1716,"M&H IR","Mylyn",0.165,0.00659999999999999
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","RF","Y","US",0.6916,0.2084,"M&H IR","poi-2.0",0.2784,-0.07
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","RF","Y","US",0.7233,0.2425,"M&H IR","synapse-1.0",0.229,0.0135
"synapse-1.1",60,222,0.27027027,2.7,"PROC","RF","Y","US",0.4839,-0.0613,"Low IR","synapse-1.1",0.1093,-0.1706
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","RF","Y","US",0.6684,0.2638,"Low IR","synapse-1.2",0.2224,0.0414
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","RF","Y","US",0.75,0.4327,"Low IR","velocity-1.6",0.4627,-0.03
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","RF","Y","US",0.6106,0.2313,"M&H IR","xerces-1.2",0.2479,-0.0166
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","RF","Y","US",0.6932,0.3,"M&H IR","xerces-1.3",0.2094,0.0906
"ant-1.3",20,125,0.16,5.25,"CK+NET","RF","Y","MYSMOTE",0.8301,0.4429,"M&H IR","ant-1.3",0.3058,0.1371
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","RF","Y","MYSMOTE",0.844,0.5027,"Low IR","ant-1.4",0.4735,0.0292000000000001
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","RF","Y","MYSMOTE",0.8199,0.4092,"M&H IR","ant-1.5",0.3754,0.0338
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","RF","Y","MYSMOTE",0.8279,0.4948,"Low IR","ant-1.6",0.4377,0.0571
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","RF","Y","MYSMOTE",0.743,0.1249,"M&H IR","camel-1.0",-0.0023,0.1272
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","RF","Y","MYSMOTE",0.8248,0.489,"Low IR","camel-1.2",0.4538,0.0352
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","RF","Y","MYSMOTE",0.8489,0.4816,"M&H IR","camel-1.4",0.4419,0.0397
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","RF","Y","MYSMOTE",0.8663,0.4981,"M&H IR","camel-1.6",0.4213,0.0768
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","RF","Y","MYSMOTE",0.8563,0.5065,"Low IR","Eclipse_JDT_Core",0.4756,0.0308999999999999
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","RF","Y","MYSMOTE",0.7826,0.3099,"M&H IR","Eclipse_PDE_UI",0.2409,0.069
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","RF","Y","MYSMOTE",0.8248,0.4745,"Low IR","Equinox_Framework",0.4374,0.0371
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","RF","Y","MYSMOTE",0.8152,0.3441,"M&H IR","ivy-2.0",0.1902,0.1539
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","RF","Y","MYSMOTE",0.9092,0.6273,"Low IR","jedit-3.2",0.5819,0.0454
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","MYSMOTE",0.8527,0.4602,"Low IR","jedit-4.0",0.4524,0.00779999999999997
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","MYSMOTE",0.8603,0.4805,"Low IR","jedit-4.1",0.4327,0.0478
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","MYSMOTE",0.8592,0.4598,"M&H IR","jedit-4.2",0.3829,0.0769
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","MYSMOTE",0.8886,0.1899,"M&H IR","jedit-4.3",0.2583,-0.0684
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","MYSMOTE",0.8311,0.5057,"Low IR","log4j-1.0",0.43,0.0757
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","MYSMOTE",0.747,0.2964,"M&H IR","Lucene",0.2086,0.0878
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","MYSMOTE",0.7801,0.3168,"M&H IR","Mylyn",0.2552,0.0616
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","RF","Y","MYSMOTE",0.7499,0.2777,"M&H IR","poi-2.0",0.1814,0.0963
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","RF","Y","MYSMOTE",0.725,0.2796,"M&H IR","synapse-1.0",0.227,0.0526
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","RF","Y","MYSMOTE",0.807,0.4789,"Low IR","synapse-1.1",0.4595,0.0194
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","RF","Y","MYSMOTE",0.8255,0.5279,"Low IR","synapse-1.2",0.466,0.0619
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","RF","Y","MYSMOTE",0.7746,0.3888,"Low IR","velocity-1.6",0.3762,0.0126
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","RF","Y","MYSMOTE",0.9154,0.5906,"M&H IR","xerces-1.2",0.5589,0.0317000000000001
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","RF","Y","MYSMOTE",0.8517,0.3988,"M&H IR","xerces-1.3",0.4753,-0.0765
"ant-1.3",20,125,0.16,5.25,"CK+NET","RF","Y","SMOTE",0.7856,0.3122,"M&H IR","ant-1.3",0.3058,0.00639999999999996
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","RF","Y","SMOTE",0.8362,0.47,"Low IR","ant-1.4",0.4735,-0.0035
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","RF","Y","SMOTE",0.7962,0.4279,"M&H IR","ant-1.5",0.3754,0.0525
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","RF","Y","SMOTE",0.8078,0.4611,"Low IR","ant-1.6",0.4377,0.0234
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","RF","Y","SMOTE",0.6015,0.0252,"M&H IR","camel-1.0",-0.0023,0.0275
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","RF","Y","SMOTE",0.8096,0.4588,"Low IR","camel-1.2",0.4538,0.005
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","RF","Y","SMOTE",0.823,0.4325,"M&H IR","camel-1.4",0.4419,-0.00940000000000002
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","RF","Y","SMOTE",0.8458,0.5086,"M&H IR","camel-1.6",0.4213,0.0873
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","RF","Y","SMOTE",0.825,0.456,"Low IR","Eclipse_JDT_Core",0.4756,-0.0196
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","RF","Y","SMOTE",0.7245,0.254,"M&H IR","Eclipse_PDE_UI",0.2409,0.0131
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","RF","Y","SMOTE",0.7837,0.4079,"Low IR","Equinox_Framework",0.4374,-0.0295
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","RF","Y","SMOTE",0.7477,0.2584,"M&H IR","ivy-2.0",0.1902,0.0682
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","RF","Y","SMOTE",0.8849,0.6198,"Low IR","jedit-3.2",0.5819,0.0379
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","SMOTE",0.8319,0.464,"Low IR","jedit-4.0",0.4524,0.0116
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","SMOTE",0.8322,0.4664,"Low IR","jedit-4.1",0.4327,0.0337
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","SMOTE",0.8307,0.4235,"M&H IR","jedit-4.2",0.3829,0.0406
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","SMOTE",0.7888,0.1715,"M&H IR","jedit-4.3",0.2583,-0.0868
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","SMOTE",0.7974,0.4743,"Low IR","log4j-1.0",0.43,0.0443
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","SMOTE",0.7413,0.2654,"M&H IR","Lucene",0.2086,0.0568
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","SMOTE",0.7115,0.2576,"M&H IR","Mylyn",0.2552,0.00240000000000001
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","RF","Y","SMOTE",0.7421,0.2556,"M&H IR","poi-2.0",0.1814,0.0742
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","RF","Y","SMOTE",0.6251,0.1766,"M&H IR","synapse-1.0",0.227,-0.0504
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","RF","Y","SMOTE",0.8007,0.4568,"Low IR","synapse-1.1",0.4595,-0.00270000000000004
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","RF","Y","SMOTE",0.7979,0.4731,"Low IR","synapse-1.2",0.466,0.0071
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","RF","Y","SMOTE",0.7658,0.3871,"Low IR","velocity-1.6",0.3762,0.0109
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","RF","Y","SMOTE",0.8912,0.5955,"M&H IR","xerces-1.2",0.5589,0.0366000000000001
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","RF","Y","SMOTE",0.8466,0.4447,"M&H IR","xerces-1.3",0.4753,-0.0306
"ant-1.3",20,125,0.16,5.25,"CK+NET","RF","Y","OS",0.7822,0.3143,"M&H IR","ant-1.3",0.3058,0.00850000000000001
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","RF","Y","OS",0.832,0.4258,"Low IR","ant-1.4",0.4735,-0.0477
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","RF","Y","OS",0.814,0.4458,"M&H IR","ant-1.5",0.3754,0.0704
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","RF","Y","OS",0.7878,0.4397,"Low IR","ant-1.6",0.4377,0.002
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","RF","Y","OS",0.5661,0.0536,"M&H IR","camel-1.0",-0.0023,0.0559
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","RF","Y","OS",0.803,0.4552,"Low IR","camel-1.2",0.4538,0.00140000000000001
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","RF","Y","OS",0.818,0.4475,"M&H IR","camel-1.4",0.4419,0.00559999999999999
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","RF","Y","OS",0.8279,0.4608,"M&H IR","camel-1.6",0.4213,0.0395
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","RF","Y","OS",0.8322,0.4897,"Low IR","Eclipse_JDT_Core",0.4756,0.0141
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","RF","Y","OS",0.7304,0.2454,"M&H IR","Eclipse_PDE_UI",0.2409,0.0045
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","RF","Y","OS",0.7878,0.4247,"Low IR","Equinox_Framework",0.4374,-0.0127
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","RF","Y","OS",0.7748,0.2559,"M&H IR","ivy-2.0",0.1902,0.0657
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","RF","Y","OS",0.8675,0.5862,"Low IR","jedit-3.2",0.5819,0.00430000000000008
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","OS",0.8338,0.4743,"Low IR","jedit-4.0",0.4524,0.0219
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","OS",0.8137,0.4209,"Low IR","jedit-4.1",0.4327,-0.0118
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","OS",0.8208,0.411,"M&H IR","jedit-4.2",0.3829,0.0281
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","OS",0.7152,0.2298,"M&H IR","jedit-4.3",0.2583,-0.0285
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","OS",0.7814,0.4472,"Low IR","log4j-1.0",0.43,0.0172
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","OS",0.726,0.28,"M&H IR","Lucene",0.2086,0.0714
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","OS",0.7258,0.2645,"M&H IR","Mylyn",0.2552,0.00930000000000003
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","RF","Y","OS",0.7511,0.2769,"M&H IR","poi-2.0",0.1814,0.0955
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","RF","Y","OS",0.6365,0.1843,"M&H IR","synapse-1.0",0.227,-0.0427
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","RF","Y","OS",0.785,0.445,"Low IR","synapse-1.1",0.4595,-0.0145
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","RF","Y","OS",0.797,0.4657,"Low IR","synapse-1.2",0.466,-0.000300000000000022
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","RF","Y","OS",0.7551,0.3622,"Low IR","velocity-1.6",0.3762,-0.014
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","RF","Y","OS",0.8854,0.5941,"M&H IR","xerces-1.2",0.5589,0.0352
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","RF","Y","OS",0.8365,0.4616,"M&H IR","xerces-1.3",0.4753,-0.0137
"ant-1.3",20,125,0.16,5.25,"CK+NET","RF","Y","UOS",0.7595,0.3626,"M&H IR","ant-1.3",0.3058,0.0568
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","RF","Y","UOS",0.8112,0.4446,"Low IR","ant-1.4",0.4735,-0.0289
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","RF","Y","UOS",0.7923,0.4002,"M&H IR","ant-1.5",0.3754,0.0248
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","RF","Y","UOS",0.7817,0.4195,"Low IR","ant-1.6",0.4377,-0.0182
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","RF","Y","UOS",0.6379,0.0742,"M&H IR","camel-1.0",-0.0023,0.0765
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","RF","Y","UOS",0.7631,0.3674,"Low IR","camel-1.2",0.4538,-0.0864
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","RF","Y","UOS",0.8101,0.4008,"M&H IR","camel-1.4",0.4419,-0.0411
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","RF","Y","UOS",0.8251,0.4408,"M&H IR","camel-1.6",0.4213,0.0195
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","RF","Y","UOS",0.8297,0.4493,"Low IR","Eclipse_JDT_Core",0.4756,-0.0263
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","RF","Y","UOS",0.7431,0.2701,"M&H IR","Eclipse_PDE_UI",0.2409,0.0292
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","RF","Y","UOS",0.7799,0.4056,"Low IR","Equinox_Framework",0.4374,-0.0318
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","RF","Y","UOS",0.7846,0.3094,"M&H IR","ivy-2.0",0.1902,0.1192
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","RF","Y","UOS",0.8695,0.5872,"Low IR","jedit-3.2",0.5819,0.00530000000000008
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","UOS",0.8045,0.3935,"Low IR","jedit-4.0",0.4524,-0.0589
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","UOS",0.8225,0.4183,"Low IR","jedit-4.1",0.4327,-0.0144
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","UOS",0.821,0.4276,"M&H IR","jedit-4.2",0.3829,0.0447
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","UOS",0.772,0.2706,"M&H IR","jedit-4.3",0.2583,0.0123
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","UOS",0.7909,0.435,"Low IR","log4j-1.0",0.43,0.005
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","UOS",0.7406,0.2636,"M&H IR","Lucene",0.2086,0.055
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","UOS",0.7375,0.2767,"M&H IR","Mylyn",0.2552,0.0215
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","RF","Y","UOS",0.7546,0.2611,"M&H IR","poi-2.0",0.1814,0.0797
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","RF","Y","UOS",0.6795,0.2257,"M&H IR","synapse-1.0",0.227,-0.0013
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","RF","Y","UOS",0.759,0.3841,"Low IR","synapse-1.1",0.4595,-0.0754
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","RF","Y","UOS",0.7466,0.379,"Low IR","synapse-1.2",0.466,-0.087
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","RF","Y","UOS",0.7045,0.2906,"Low IR","velocity-1.6",0.3762,-0.0856
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","RF","Y","UOS",0.8877,0.574,"M&H IR","xerces-1.2",0.5589,0.0151
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","RF","Y","UOS",0.8318,0.4133,"M&H IR","xerces-1.3",0.4753,-0.062
"ant-1.3",20,125,0.16,5.25,"CK+NET","RF","Y","US",0.7402,0.3066,"M&H IR","ant-1.3",0.3058,0.000799999999999967
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","RF","Y","US",0.7994,0.4208,"Low IR","ant-1.4",0.4735,-0.0527
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","RF","Y","US",0.768,0.2554,"M&H IR","ant-1.5",0.3754,-0.12
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","RF","Y","US",0.7886,0.41,"Low IR","ant-1.6",0.4377,-0.0277
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","RF","Y","US",0.6375,0.0698,"M&H IR","camel-1.0",-0.0023,0.0721
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","RF","Y","US",0.7815,0.3889,"Low IR","camel-1.2",0.4538,-0.0649
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","RF","Y","US",0.8143,0.3637,"M&H IR","camel-1.4",0.4419,-0.0782
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","RF","Y","US",0.8318,0.4179,"M&H IR","camel-1.6",0.4213,-0.00340000000000001
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","RF","Y","US",0.8322,0.4258,"Low IR","Eclipse_JDT_Core",0.4756,-0.0498
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","RF","Y","US",0.7356,0.2573,"M&H IR","Eclipse_PDE_UI",0.2409,0.0164
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","RF","Y","US",0.7888,0.4162,"Low IR","Equinox_Framework",0.4374,-0.0212
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","RF","Y","US",0.771,0.2809,"M&H IR","ivy-2.0",0.1902,0.0907
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","RF","Y","US",0.8811,0.6069,"Low IR","jedit-3.2",0.5819,0.025
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","RF","Y","US",0.8128,0.392,"Low IR","jedit-4.0",0.4524,-0.0604
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","RF","Y","US",0.8211,0.4145,"Low IR","jedit-4.1",0.4327,-0.0182
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","RF","Y","US",0.8177,0.3591,"M&H IR","jedit-4.2",0.3829,-0.0238
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","RF","Y","US",0.7933,0.1577,"M&H IR","jedit-4.3",0.2583,-0.1006
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","RF","Y","US",0.7728,0.3768,"Low IR","log4j-1.0",0.43,-0.0532
"Lucene",64,691,0.092619392,9.796875,"CK+NET","RF","Y","US",0.6964,0.1673,"M&H IR","Lucene",0.2086,-0.0413
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","RF","Y","US",0.7307,0.2329,"M&H IR","Mylyn",0.2552,-0.0223
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","RF","Y","US",0.6727,0.1808,"M&H IR","poi-2.0",0.1814,-0.000600000000000017
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","RF","Y","US",0.6895,0.1941,"M&H IR","synapse-1.0",0.227,-0.0329
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","RF","Y","US",0.7668,0.3715,"Low IR","synapse-1.1",0.4595,-0.088
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","RF","Y","US",0.7758,0.3944,"Low IR","synapse-1.2",0.466,-0.0716000000000001
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","RF","Y","US",0.7111,0.2885,"Low IR","velocity-1.6",0.3762,-0.0877
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","RF","Y","US",0.8739,0.4835,"M&H IR","xerces-1.2",0.5589,-0.0754
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","RF","Y","US",0.8013,0.3383,"M&H IR","xerces-1.3",0.4753,-0.137
"ant-1.3",20,125,0.16,5.25,"CK+PROC","RF","Y","MYSMOTE",0.7784,0.4161,"M&H IR","ant-1.3",0.2463,0.1698
"ant-1.4",40,178,0.224719101,3.45,"CK+PROC","RF","Y","MYSMOTE",0.7927,0.4205,"Low IR","ant-1.4",0.3136,0.1069
"ant-1.5",32,293,0.109215017,8.15625,"CK+PROC","RF","Y","MYSMOTE",0.7933,0.3441,"M&H IR","ant-1.5",0.3139,0.0302
"ant-1.6",92,351,0.262108262,2.815217391,"CK+PROC","RF","Y","MYSMOTE",0.8242,0.4956,"Low IR","ant-1.6",0.4356,0.06
"camel-1.0",13,339,0.038348083,25.07692308,"CK+PROC","RF","Y","MYSMOTE",0.7906,0.2025,"M&H IR","camel-1.0",0.073,0.1295
"camel-1.2",216,608,0.355263158,1.814814815,"CK+PROC","RF","Y","MYSMOTE",0.6664,0.217,"Low IR","camel-1.2",0.1714,0.0456
"camel-1.4",145,872,0.166284404,5.013793103,"CK+PROC","RF","Y","MYSMOTE",0.7218,0.2521,"M&H IR","camel-1.4",0.17,0.0821
"camel-1.6",188,965,0.194818653,4.132978723,"CK+PROC","RF","Y","MYSMOTE",0.6715,0.1782,"M&H IR","camel-1.6",0.1332,0.045
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+PROC","RF","Y","MYSMOTE",0.8228,0.4727,"Low IR","Eclipse_JDT_Core",0.4469,0.0258
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+PROC","RF","Y","MYSMOTE",0.7536,0.2951,"M&H IR","Eclipse_PDE_UI",0.217,0.0781
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+PROC","RF","Y","MYSMOTE",0.8377,0.5178,"Low IR","Equinox_Framework",0.4601,0.0577
"ivy-2.0",40,352,0.113636364,7.8,"CK+PROC","RF","Y","MYSMOTE",0.8228,0.3896,"M&H IR","ivy-2.0",0.2041,0.1855
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+PROC","RF","Y","MYSMOTE",0.8377,0.4946,"Low IR","jedit-3.2",0.4248,0.0698
"jedit-4.0",75,306,0.245098039,3.08,"CK+PROC","RF","Y","MYSMOTE",0.8315,0.4762,"Low IR","jedit-4.0",0.4142,0.062
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+PROC","RF","Y","MYSMOTE",0.8474,0.4503,"Low IR","jedit-4.1",0.4212,0.0291
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+PROC","RF","Y","MYSMOTE",0.855,0.4888,"M&H IR","jedit-4.2",0.4884,0.000400000000000011
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+PROC","RF","Y","MYSMOTE",0.8591,0.2031,"M&H IR","jedit-4.3",0.2099,-0.0068
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+PROC","RF","Y","MYSMOTE",0.8569,0.5015,"Low IR","log4j-1.0",0.393,0.1085
"Lucene",64,691,0.092619392,9.796875,"CK+PROC","RF","Y","MYSMOTE",0.7681,0.3025,"M&H IR","Lucene",0.2971,0.00540000000000002
"Mylyn",245,1862,0.131578947,6.6,"CK+PROC","RF","Y","MYSMOTE",0.7684,0.2924,"M&H IR","Mylyn",0.2615,0.0309
"poi-2.0",37,314,0.117834395,7.486486486,"CK+PROC","RF","Y","MYSMOTE",0.7162,0.2544,"M&H IR","poi-2.0",0.2275,0.0269
"synapse-1.0",16,157,0.101910828,8.8125,"CK+PROC","RF","Y","MYSMOTE",0.7665,0.3626,"M&H IR","synapse-1.0",0.2268,0.1358
"synapse-1.1",60,222,0.27027027,2.7,"CK+PROC","RF","Y","MYSMOTE",0.7545,0.356,"Low IR","synapse-1.1",0.3559,9.9999999999989e-05
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+PROC","RF","Y","MYSMOTE",0.7876,0.4444,"Low IR","synapse-1.2",0.3699,0.0745
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+PROC","RF","Y","MYSMOTE",0.7986,0.46,"Low IR","velocity-1.6",0.4421,0.0179
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+PROC","RF","Y","MYSMOTE",0.7938,0.3118,"M&H IR","xerces-1.2",0.2768,0.035
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+PROC","RF","Y","MYSMOTE",0.8533,0.4366,"M&H IR","xerces-1.3",0.4198,0.0168
